date,coast,species_code,species_name,obs_freq,ind_count,windspeed
2024-12-11,East,comeid,Common Eider,0,0,13.4
2024-12-11,East,mallar3,Mallard,0,0,13.4
2024-12-11,East,norsho,Northern Shoveler,0,0,13.4
2024-12-11,West,mallar3,Mallard,0,0,13.4
2024-08-15,East,comeid,Common Eider,0,0,13.4
2024-08-15,West,mallar3,Mallard,1,30,13.4
2024-08-15,West,gadwal1,Gadwall,0,0,13.4
2024-08-15,West,eurwig,Eurasian Wigeon,1,20,13.4
2024-08-15,West,compocha,Common Pochard,0,0,13.4
2024-08-15,West,tufduc,Tufted Duck,1,2,13.4
2024-08-15,West,commer,Common Merganser,0,0,13.4
2024-08-15,West,comeid,Common Eider,1,15,13.4
2024-08-15,West,norpin,Northern Pintail,1,8,13.4
2024-08-15,East,mallar3,Mallard,1,5,13.4
2024-08-15,West,norsho,Northern Shoveler,1,520,13.4
2024-08-15,East,commer,Common Merganser,0,0,13.4
2024-08-15,East,tufduc,Tufted Duck,0,0,13.4
2024-08-15,East,compocha,Common Pochard,0,0,13.4
2024-08-15,East,norsho,Northern Shoveler,0,0,13.4
2024-08-15,East,norpin,Northern Pintail,0,0,13.4
2024-08-15,East,eurwig,Eurasian Wigeon,0,0,13.4
2024-08-15,East,gadwal1,Gadwall,0,0,13.4
2024-11-10,East,comeid,Common Eider,0,0,13.5
2024-11-10,East,commer,Common Merganser,0,0,13.5
2024-11-10,East,tufduc,Tufted Duck,0,0,13.5
2024-11-10,East,compocha,Common Pochard,0,0,13.5
2024-11-10,East,norpin,Northern Pintail,0,0,13.5
2024-11-10,East,eurwig,Eurasian Wigeon,0,0,13.5
2024-11-10,East,gadwal1,Gadwall,0,0,13.5
2024-11-10,East,mallar3,Mallard,1,14,13.5
2024-11-10,East,norsho,Northern Shoveler,0,0,13.5
2024-11-10,West,norsho,Northern Shoveler,0,0,13.5
2024-11-10,West,commer,Common Merganser,0,0,13.5
2024-11-10,West,tufduc,Tufted Duck,0,0,13.5
2024-11-10,West,compocha,Common Pochard,0,0,13.5
2024-11-10,West,norpin,Northern Pintail,0,0,13.5
2024-11-10,West,eurwig,Eurasian Wigeon,0,0,13.5
2024-11-10,West,gadwal1,Gadwall,0,0,13.5
2024-11-10,West,mallar3,Mallard,0,0,13.5
2024-11-10,West,comeid,Common Eider,0,0,13.5
2024-06-24,West,eurwig,Eurasian Wigeon,0,0,13.6
2024-06-24,West,norpin,Northern Pintail,0,0,13.6
2024-06-24,West,compocha,Common Pochard,0,0,13.6
2024-06-24,West,tufduc,Tufted Duck,0,0,13.6
2024-06-24,West,commer,Common Merganser,0,0,13.6
2024-06-24,West,comeid,Common Eider,0,0,13.6
2024-06-24,West,norsho,Northern Shoveler,0,0,13.6
2024-06-24,East,mallar3,Mallard,0,0,13.6
2024-06-24,East,compocha,Common Pochard,0,0,13.6
2024-06-24,East,eurwig,Eurasian Wigeon,0,0,13.6
2024-06-24,East,norpin,Northern Pintail,0,0,13.6
2024-06-24,East,tufduc,Tufted Duck,0,0,13.6
2024-06-24,East,commer,Common Merganser,0,0,13.6
2024-06-24,East,comeid,Common Eider,0,0,13.6
2024-06-24,East,norsho,Northern Shoveler,0,0,13.6
2024-06-24,West,gadwal1,Gadwall,0,0,13.6
2024-06-24,East,gadwal1,Gadwall,0,0,13.6
2024-06-24,West,mallar3,Mallard,0,0,13.6
2024-02-14,East,norpin,Northern Pintail,0,0,13.6
2024-02-14,East,comeid,Common Eider,0,0,13.6
2024-02-14,West,mallar3,Mallard,1,25,13.6
2024-02-14,West,gadwal1,Gadwall,0,0,13.6
2024-02-14,West,eurwig,Eurasian Wigeon,1,262,13.6
2024-02-14,West,norpin,Northern Pintail,0,0,13.6
2024-02-14,West,tufduc,Tufted Duck,0,0,13.6
2024-02-14,West,commer,Common Merganser,0,0,13.6
2024-02-14,West,comeid,Common Eider,0,0,13.6
2024-02-14,West,compocha,Common Pochard,0,0,13.6
2024-02-14,East,mallar3,Mallard,0,0,13.6
2024-02-14,East,gadwal1,Gadwall,0,0,13.6
2024-02-14,East,eurwig,Eurasian Wigeon,0,0,13.6
2024-02-14,East,norsho,Northern Shoveler,0,0,13.6
2024-02-14,East,compocha,Common Pochard,0,0,13.6
2024-02-14,East,tufduc,Tufted Duck,0,0,13.6
2024-02-14,East,commer,Common Merganser,0,0,13.6
2024-02-14,West,norsho,Northern Shoveler,1,7,13.6
2024-05-08,East,eurwig,Eurasian Wigeon,0,0,13.7
2024-05-08,East,norpin,Northern Pintail,0,0,13.7
2024-05-08,East,compocha,Common Pochard,0,0,13.7
2024-05-08,East,norsho,Northern Shoveler,1,2,13.7
2024-05-08,East,commer,Common Merganser,0,0,13.7
2024-05-08,East,comeid,Common Eider,0,0,13.7
2024-05-08,East,gadwal1,Gadwall,0,0,13.7
2024-05-08,East,tufduc,Tufted Duck,0,0,13.7
2024-05-08,East,mallar3,Mallard,0,0,13.7
2024-05-08,West,compocha,Common Pochard,0,0,13.7
2024-05-08,West,comeid,Common Eider,1,1,13.7
2024-05-08,West,commer,Common Merganser,0,0,13.7
2024-05-08,West,tufduc,Tufted Duck,1,20,13.7
2024-05-08,West,norpin,Northern Pintail,0,0,13.7
2024-05-08,West,eurwig,Eurasian Wigeon,0,0,13.7
2024-05-08,West,gadwal1,Gadwall,0,0,13.7
2024-05-08,West,mallar3,Mallard,1,7,13.7
2024-05-08,West,norsho,Northern Shoveler,1,5,13.7
2024-05-04,East,eurwig,Eurasian Wigeon,1,1,13.9
2024-05-04,East,norsho,Northern Shoveler,1,1,13.9
2024-05-04,East,comeid,Common Eider,1,1,13.9
2024-05-04,East,commer,Common Merganser,1,1,13.9
2024-05-04,East,tufduc,Tufted Duck,1,1,13.9
2024-05-04,East,compocha,Common Pochard,0,0,13.9
2024-05-04,East,norpin,Northern Pintail,1,1,13.9
2024-05-04,East,gadwal1,Gadwall,0,0,13.9
2024-05-04,East,mallar3,Mallard,1,1,13.9
2024-05-04,West,comeid,Common Eider,1,3,13.9
2024-05-04,West,commer,Common Merganser,0,0,13.9
2024-05-04,West,tufduc,Tufted Duck,1,1,13.9
2024-05-04,West,compocha,Common Pochard,0,0,13.9
2024-05-04,West,norpin,Northern Pintail,1,1,13.9
2024-05-04,West,eurwig,Eurasian Wigeon,1,1,13.9
2024-05-04,West,gadwal1,Gadwall,0,0,13.9
2024-05-04,West,mallar3,Mallard,1,6,13.9
2024-05-04,West,norsho,Northern Shoveler,1,1,13.9
2024-08-14,West,gadwal1,Gadwall,0,0,14.0
2024-08-14,East,commer,Common Merganser,0,0,14.0
2024-08-14,East,tufduc,Tufted Duck,0,0,14.0
2024-08-14,East,compocha,Common Pochard,0,0,14.0
2024-08-14,East,norpin,Northern Pintail,0,0,14.0
2024-08-14,East,eurwig,Eurasian Wigeon,0,0,14.0
2024-08-14,East,gadwal1,Gadwall,0,0,14.0
2024-08-14,West,tufduc,Tufted Duck,1,2,14.0
2024-08-14,West,norsho,Northern Shoveler,1,20,14.0
2024-08-14,West,comeid,Common Eider,1,27,14.0
2024-08-14,West,commer,Common Merganser,0,0,14.0
2024-08-14,East,comeid,Common Eider,0,0,14.0
2024-08-14,West,compocha,Common Pochard,0,0,14.0
2024-08-14,West,norpin,Northern Pintail,0,0,14.0
2024-08-14,West,eurwig,Eurasian Wigeon,1,10,14.0
2024-08-14,East,mallar3,Mallard,0,0,14.0
2024-08-14,East,norsho,Northern Shoveler,0,0,14.0
2024-06-18,West,compocha,Common Pochard,0,0,14.0
2024-06-18,West,gadwal1,Gadwall,0,0,14.0
2024-06-18,East,norsho,Northern Shoveler,0,0,14.0
2024-06-18,East,comeid,Common Eider,0,0,14.0
2024-06-18,East,commer,Common Merganser,0,0,14.0
2024-06-18,East,tufduc,Tufted Duck,0,0,14.0
2024-06-18,East,compocha,Common Pochard,0,0,14.0
2024-06-18,East,norpin,Northern Pintail,0,0,14.0
2024-06-18,East,eurwig,Eurasian Wigeon,0,0,14.0
2024-06-18,East,gadwal1,Gadwall,0,0,14.0
2024-06-18,East,mallar3,Mallard,0,0,14.0
2024-06-18,West,norsho,Northern Shoveler,1,1,14.0
2024-06-18,West,comeid,Common Eider,0,0,14.0
2024-06-18,West,commer,Common Merganser,0,0,14.0
2024-06-18,West,tufduc,Tufted Duck,0,0,14.0
2024-06-18,West,norpin,Northern Pintail,0,0,14.0
2024-06-18,West,eurwig,Eurasian Wigeon,0,0,14.0
2024-06-18,West,mallar3,Mallard,1,1,14.0
2024-08-14,West,mallar3,Mallard,1,32,14.0
2024-10-15,West,mallar3,Mallard,1,9,14.0
2024-10-15,East,comeid,Common Eider,0,0,14.0
2024-10-19,East,tufduc,Tufted Duck,1,60,14.0
2024-10-19,East,compocha,Common Pochard,0,0,14.0
2024-10-19,East,norpin,Northern Pintail,1,3,14.0
2024-10-19,East,eurwig,Eurasian Wigeon,1,650,14.0
2024-10-19,East,gadwal1,Gadwall,0,0,14.0
2024-10-19,East,mallar3,Mallard,1,300,14.0
2024-10-15,East,norsho,Northern Shoveler,0,0,14.0
2024-10-19,West,comeid,Common Eider,1,6,14.0
2024-10-19,West,commer,Common Merganser,0,0,14.0
2024-10-19,West,tufduc,Tufted Duck,1,2,14.0
2024-10-19,West,compocha,Common Pochard,0,0,14.0
2024-10-19,West,norpin,Northern Pintail,1,10,14.0
2024-10-19,West,eurwig,Eurasian Wigeon,1,300,14.0
2024-10-19,West,gadwal1,Gadwall,0,0,14.0
2024-10-19,West,mallar3,Mallard,1,5,14.0
2024-10-19,East,commer,Common Merganser,1,15,14.0
2024-10-19,East,comeid,Common Eider,1,55,14.0
2024-10-19,West,norsho,Northern Shoveler,1,4,14.0
2024-10-15,East,eurwig,Eurasian Wigeon,0,0,14.0
2024-10-19,East,norsho,Northern Shoveler,1,18,14.0
2024-10-15,East,commer,Common Merganser,0,0,14.0
2024-10-15,East,tufduc,Tufted Duck,0,0,14.0
2024-10-15,East,compocha,Common Pochard,0,0,14.0
2024-10-15,East,norpin,Northern Pintail,0,0,14.0
2024-10-15,East,gadwal1,Gadwall,0,0,14.0
2024-10-15,West,norsho,Northern Shoveler,1,2,14.0
2024-10-15,East,mallar3,Mallard,0,0,14.0
2024-10-15,West,commer,Common Merganser,0,0,14.0
2024-10-15,West,tufduc,Tufted Duck,1,2,14.0
2024-10-15,West,compocha,Common Pochard,0,0,14.0
2024-10-15,West,norpin,Northern Pintail,1,8,14.0
2024-10-15,West,eurwig,Eurasian Wigeon,1,8,14.0
2024-10-15,West,gadwal1,Gadwall,0,0,14.0
2024-10-15,West,comeid,Common Eider,1,7,14.0
2024-08-27,West,tufduc,Tufted Duck,1,1,14.1
2024-08-27,West,commer,Common Merganser,0,0,14.1
2024-08-27,West,compocha,Common Pochard,0,0,14.1
2024-08-27,West,gadwal1,Gadwall,0,0,14.1
2024-08-27,West,eurwig,Eurasian Wigeon,0,0,14.1
2024-08-27,West,comeid,Common Eider,0,0,14.1
2024-08-27,West,norpin,Northern Pintail,0,0,14.1
2024-08-27,West,norsho,Northern Shoveler,1,1,14.1
2024-08-27,East,norsho,Northern Shoveler,0,0,14.1
2024-08-27,East,gadwal1,Gadwall,0,0,14.1
2024-08-27,East,eurwig,Eurasian Wigeon,0,0,14.1
2024-08-27,East,norpin,Northern Pintail,0,0,14.1
2024-08-27,East,compocha,Common Pochard,0,0,14.1
2024-08-27,East,tufduc,Tufted Duck,0,0,14.1
2024-08-27,East,commer,Common Merganser,0,0,14.1
2024-08-27,East,comeid,Common Eider,0,0,14.1
2024-08-27,East,mallar3,Mallard,0,0,14.1
2024-08-27,West,mallar3,Mallard,1,1,14.1
2024-12-01,East,mallar3,Mallard,1,20,14.1
2024-12-01,East,comeid,Common Eider,0,0,14.1
2024-12-01,West,mallar3,Mallard,1,1,14.1
2024-12-01,West,gadwal1,Gadwall,0,0,14.1
2024-12-01,West,eurwig,Eurasian Wigeon,1,1,14.1
2024-12-01,West,norpin,Northern Pintail,1,2,14.1
2024-12-01,West,compocha,Common Pochard,0,0,14.1
2024-12-01,West,tufduc,Tufted Duck,1,1,14.1
2024-12-01,West,commer,Common Merganser,0,0,14.1
2024-12-01,West,comeid,Common Eider,1,1,14.1
2024-12-01,East,norsho,Northern Shoveler,0,0,14.1
2024-12-01,West,norsho,Northern Shoveler,1,1,14.1
2024-12-01,East,gadwal1,Gadwall,0,0,14.1
2024-12-01,East,eurwig,Eurasian Wigeon,0,0,14.1
2024-12-01,East,norpin,Northern Pintail,0,0,14.1
2024-12-01,East,compocha,Common Pochard,0,0,14.1
2024-12-01,East,tufduc,Tufted Duck,1,400,14.1
2024-12-01,East,commer,Common Merganser,0,0,14.1
2024-02-15,West,eurwig,Eurasian Wigeon,0,0,14.2
2024-02-15,West,norpin,Northern Pintail,0,0,14.2
2024-02-15,West,compocha,Common Pochard,0,0,14.2
2024-02-15,West,tufduc,Tufted Duck,0,0,14.2
2024-02-15,West,commer,Common Merganser,0,0,14.2
2024-02-15,West,comeid,Common Eider,0,0,14.2
2024-02-15,West,norsho,Northern Shoveler,0,0,14.2
2024-02-15,East,mallar3,Mallard,0,0,14.2
2024-02-15,West,mallar3,Mallard,0,0,14.2
2024-02-15,East,eurwig,Eurasian Wigeon,0,0,14.2
2024-02-15,West,gadwal1,Gadwall,0,0,14.2
2024-02-15,East,compocha,Common Pochard,0,0,14.2
2024-02-15,East,tufduc,Tufted Duck,0,0,14.2
2024-02-15,East,commer,Common Merganser,0,0,14.2
2024-02-15,East,comeid,Common Eider,0,0,14.2
2024-02-15,East,norsho,Northern Shoveler,0,0,14.2
2024-02-15,East,gadwal1,Gadwall,0,0,14.2
2024-02-15,East,norpin,Northern Pintail,0,0,14.2
2024-09-15,East,compocha,Common Pochard,0,0,14.2
2024-09-15,East,comeid,Common Eider,0,0,14.2
2024-09-15,West,mallar3,Mallard,1,20,14.2
2024-09-15,West,gadwal1,Gadwall,0,0,14.2
2024-09-15,West,eurwig,Eurasian Wigeon,1,1,14.2
2024-09-15,West,norpin,Northern Pintail,1,2,14.2
2024-09-15,East,norsho,Northern Shoveler,1,1,14.2
2024-09-15,West,tufduc,Tufted Duck,1,20,14.2
2024-09-15,West,commer,Common Merganser,0,0,14.2
2024-09-15,West,comeid,Common Eider,0,0,14.2
2024-09-15,West,compocha,Common Pochard,0,0,14.2
2024-09-15,East,mallar3,Mallard,1,34,14.2
2024-09-15,East,gadwal1,Gadwall,0,0,14.2
2024-09-15,East,eurwig,Eurasian Wigeon,1,20,14.2
2024-09-15,East,norpin,Northern Pintail,0,0,14.2
2024-09-15,East,tufduc,Tufted Duck,0,0,14.2
2024-09-15,East,commer,Common Merganser,0,0,14.2
2024-09-15,West,norsho,Northern Shoveler,1,50,14.2
2024-10-24,East,gadwal1,Gadwall,0,0,14.3
2024-10-24,East,comeid,Common Eider,0,0,14.3
2024-10-24,East,commer,Common Merganser,0,0,14.3
2024-10-24,East,tufduc,Tufted Duck,0,0,14.3
2024-10-24,East,compocha,Common Pochard,0,0,14.3
2024-10-24,East,norpin,Northern Pintail,0,0,14.3
2024-10-24,East,eurwig,Eurasian Wigeon,0,0,14.3
2024-10-24,East,norsho,Northern Shoveler,0,0,14.3
2024-10-24,East,mallar3,Mallard,0,0,14.3
2024-10-24,West,comeid,Common Eider,0,0,14.3
2024-10-24,West,mallar3,Mallard,0,0,14.3
2024-10-24,West,gadwal1,Gadwall,0,0,14.3
2024-10-24,West,eurwig,Eurasian Wigeon,0,0,14.3
2024-10-24,West,norsho,Northern Shoveler,0,0,14.3
2024-10-24,West,compocha,Common Pochard,0,0,14.3
2024-10-24,West,tufduc,Tufted Duck,0,0,14.3
2024-10-24,West,commer,Common Merganser,0,0,14.3
2024-10-24,West,norpin,Northern Pintail,0,0,14.3
2024-11-29,East,gadwal1,Gadwall,0,0,14.4
2024-11-29,East,norsho,Northern Shoveler,0,0,14.4
2024-11-29,East,comeid,Common Eider,0,0,14.4
2024-11-29,East,commer,Common Merganser,0,0,14.4
2024-11-29,East,tufduc,Tufted Duck,0,0,14.4
2024-11-29,East,compocha,Common Pochard,0,0,14.4
2024-11-29,East,eurwig,Eurasian Wigeon,0,0,14.4
2024-11-29,East,mallar3,Mallard,0,0,14.4
2024-11-29,East,norpin,Northern Pintail,0,0,14.4
2024-11-29,West,comeid,Common Eider,0,0,14.4
2024-11-29,West,commer,Common Merganser,0,0,14.4
2024-11-29,West,tufduc,Tufted Duck,0,0,14.4
2024-11-29,West,compocha,Common Pochard,0,0,14.4
2024-11-29,West,norpin,Northern Pintail,0,0,14.4
2024-11-29,West,eurwig,Eurasian Wigeon,0,0,14.4
2024-11-29,West,gadwal1,Gadwall,0,0,14.4
2024-11-29,West,mallar3,Mallard,0,0,14.4
2024-11-29,West,norsho,Northern Shoveler,0,0,14.4
2024-08-17,East,commer,Common Merganser,1,14,14.6
2024-08-17,East,tufduc,Tufted Duck,1,380,14.6
2024-08-17,East,compocha,Common Pochard,0,0,14.6
2024-08-17,East,norpin,Northern Pintail,0,0,14.6
2024-08-17,East,eurwig,Eurasian Wigeon,0,0,14.6
2024-08-17,East,gadwal1,Gadwall,0,0,14.6
2024-08-17,East,mallar3,Mallard,1,6,14.6
2024-08-17,West,tufduc,Tufted Duck,1,1,14.6
2024-08-17,West,comeid,Common Eider,0,0,14.6
2024-08-17,West,commer,Common Merganser,0,0,14.6
2024-08-17,West,eurwig,Eurasian Wigeon,1,1,14.6
2024-08-17,West,compocha,Common Pochard,0,0,14.6
2024-08-18,East,norsho,Northern Shoveler,1,15,14.6
2024-08-17,West,norpin,Northern Pintail,1,2,14.6
2024-08-17,East,comeid,Common Eider,0,0,14.6
2024-08-17,West,norsho,Northern Shoveler,1,1,14.6
2024-08-17,East,norsho,Northern Shoveler,1,25,14.6
2024-08-18,East,norpin,Northern Pintail,0,0,14.6
2024-08-18,West,gadwal1,Gadwall,0,0,14.6
2024-08-17,West,gadwal1,Gadwall,0,0,14.6
2024-08-18,East,comeid,Common Eider,1,15,14.6
2024-08-18,East,commer,Common Merganser,1,32,14.6
2024-08-18,East,tufduc,Tufted Duck,1,20,14.6
2024-08-18,East,compocha,Common Pochard,0,0,14.6
2024-08-18,East,eurwig,Eurasian Wigeon,1,2,14.6
2024-08-18,East,gadwal1,Gadwall,0,0,14.6
2024-08-18,East,mallar3,Mallard,1,90,14.6
2024-08-18,West,norsho,Northern Shoveler,0,0,14.6
2024-08-18,West,comeid,Common Eider,1,1,14.6
2024-08-18,West,commer,Common Merganser,0,0,14.6
2024-08-18,West,tufduc,Tufted Duck,0,0,14.6
2024-08-18,West,compocha,Common Pochard,0,0,14.6
2024-08-18,West,norpin,Northern Pintail,0,0,14.6
2024-08-18,West,eurwig,Eurasian Wigeon,0,0,14.6
2024-08-18,West,mallar3,Mallard,0,0,14.6
2024-08-17,West,mallar3,Mallard,1,1,14.6
2024-11-09,East,compocha,Common Pochard,0,0,14.6
2024-11-09,East,comeid,Common Eider,0,0,14.6
2024-11-11,East,compocha,Common Pochard,0,0,14.6
2024-11-11,East,eurwig,Eurasian Wigeon,0,0,14.6
2024-11-11,East,gadwal1,Gadwall,0,0,14.6
2024-11-11,East,mallar3,Mallard,0,0,14.6
2024-11-11,West,norsho,Northern Shoveler,0,0,14.6
2024-11-11,West,comeid,Common Eider,0,0,14.6
2024-11-11,East,tufduc,Tufted Duck,0,0,14.6
2024-11-11,West,commer,Common Merganser,0,0,14.6
2024-11-11,West,compocha,Common Pochard,0,0,14.6
2024-11-11,West,norpin,Northern Pintail,0,0,14.6
2024-11-11,West,eurwig,Eurasian Wigeon,0,0,14.6
2024-11-11,West,gadwal1,Gadwall,0,0,14.6
2024-11-11,West,mallar3,Mallard,0,0,14.6
2024-11-09,East,norsho,Northern Shoveler,0,0,14.6
2024-11-11,West,tufduc,Tufted Duck,0,0,14.6
2024-11-11,East,commer,Common Merganser,0,0,14.6
2024-11-11,East,norpin,Northern Pintail,0,0,14.6
2024-11-11,East,norsho,Northern Shoveler,0,0,14.6
2024-11-09,East,commer,Common Merganser,0,0,14.6
2024-11-09,East,tufduc,Tufted Duck,1,120,14.6
2024-11-09,East,norpin,Northern Pintail,0,0,14.6
2024-11-09,East,eurwig,Eurasian Wigeon,0,0,14.6
2024-11-11,East,comeid,Common Eider,0,0,14.6
2024-11-09,East,mallar3,Mallard,0,0,14.6
2024-11-09,West,norsho,Northern Shoveler,1,3,14.6
2024-11-09,West,comeid,Common Eider,0,0,14.6
2024-11-09,East,gadwal1,Gadwall,0,0,14.6
2024-11-09,West,tufduc,Tufted Duck,0,0,14.6
2024-11-09,West,compocha,Common Pochard,0,0,14.6
2024-11-09,West,norpin,Northern Pintail,1,7,14.6
2024-11-09,West,eurwig,Eurasian Wigeon,1,1,14.6
2024-11-09,West,gadwal1,Gadwall,0,0,14.6
2024-11-09,West,mallar3,Mallard,1,5,14.6
2024-11-09,West,commer,Common Merganser,1,2,14.6
2024-09-16,East,gadwal1,Gadwall,0,0,14.7
2024-09-16,East,norsho,Northern Shoveler,0,0,14.7
2024-09-16,East,comeid,Common Eider,0,0,14.7
2024-09-16,East,commer,Common Merganser,0,0,14.7
2024-09-16,East,tufduc,Tufted Duck,0,0,14.7
2024-09-16,East,compocha,Common Pochard,0,0,14.7
2024-09-16,East,norpin,Northern Pintail,0,0,14.7
2024-09-16,East,eurwig,Eurasian Wigeon,0,0,14.7
2024-09-16,East,mallar3,Mallard,0,0,14.7
2024-09-16,West,compocha,Common Pochard,0,0,14.7
2024-09-16,West,comeid,Common Eider,1,12,14.7
2024-09-16,West,commer,Common Merganser,0,0,14.7
2024-09-16,West,tufduc,Tufted Duck,0,0,14.7
2024-09-16,West,norsho,Northern Shoveler,0,0,14.7
2024-09-16,West,norpin,Northern Pintail,0,0,14.7
2024-09-16,West,eurwig,Eurasian Wigeon,0,0,14.7
2024-09-16,West,gadwal1,Gadwall,0,0,14.7
2024-09-16,West,mallar3,Mallard,0,0,14.7
2024-05-10,West,eurwig,Eurasian Wigeon,1,4,14.8
2024-05-10,West,gadwal1,Gadwall,0,0,14.8
2024-05-10,West,mallar3,Mallard,1,11,14.8
2024-08-30,East,norsho,Northern Shoveler,0,0,14.8
2024-08-30,East,compocha,Common Pochard,0,0,14.8
2024-08-30,East,commer,Common Merganser,0,0,14.8
2024-08-30,East,tufduc,Tufted Duck,0,0,14.8
2024-05-10,West,norpin,Northern Pintail,1,4,14.8
2024-08-30,East,norpin,Northern Pintail,0,0,14.8
2024-08-30,East,eurwig,Eurasian Wigeon,0,0,14.8
2024-08-30,East,comeid,Common Eider,0,0,14.8
2024-05-10,West,compocha,Common Pochard,0,0,14.8
2024-05-10,West,norsho,Northern Shoveler,1,7,14.8
2024-05-10,West,commer,Common Merganser,0,0,14.8
2024-05-10,West,comeid,Common Eider,1,1,14.8
2024-05-10,East,mallar3,Mallard,0,0,14.8
2024-05-10,East,gadwal1,Gadwall,0,0,14.8
2024-05-10,East,eurwig,Eurasian Wigeon,0,0,14.8
2024-05-10,East,norpin,Northern Pintail,0,0,14.8
2024-05-10,East,compocha,Common Pochard,0,0,14.8
2024-05-10,East,tufduc,Tufted Duck,0,0,14.8
2024-05-10,East,commer,Common Merganser,0,0,14.8
2024-05-10,East,comeid,Common Eider,0,0,14.8
2024-05-10,East,norsho,Northern Shoveler,0,0,14.8
2024-08-30,East,gadwal1,Gadwall,0,0,14.8
2024-05-10,West,tufduc,Tufted Duck,1,8,14.8
2024-08-30,East,mallar3,Mallard,0,0,14.8
2024-08-30,West,mallar3,Mallard,1,38,14.8
2024-08-30,West,comeid,Common Eider,0,0,14.8
2024-08-30,West,norsho,Northern Shoveler,0,0,14.8
2024-07-21,West,mallar3,Mallard,1,20,14.8
2024-07-21,West,gadwal1,Gadwall,0,0,14.8
2024-07-21,West,eurwig,Eurasian Wigeon,0,0,14.8
2024-07-21,West,norpin,Northern Pintail,0,0,14.8
2024-07-21,West,compocha,Common Pochard,0,0,14.8
2024-07-21,West,tufduc,Tufted Duck,0,0,14.8
2024-07-21,West,commer,Common Merganser,0,0,14.8
2024-07-21,West,comeid,Common Eider,1,7,14.8
2024-07-21,East,mallar3,Mallard,0,0,14.8
2024-07-21,East,gadwal1,Gadwall,0,0,14.8
2024-07-21,East,eurwig,Eurasian Wigeon,0,0,14.8
2024-07-21,West,norsho,Northern Shoveler,1,20,14.8
2024-07-21,East,compocha,Common Pochard,0,0,14.8
2024-08-30,West,commer,Common Merganser,0,0,14.8
2024-08-30,West,tufduc,Tufted Duck,0,0,14.8
2024-07-21,East,norpin,Northern Pintail,0,0,14.8
2024-08-30,West,norpin,Northern Pintail,0,0,14.8
2024-08-30,West,eurwig,Eurasian Wigeon,0,0,14.8
2024-08-30,West,gadwal1,Gadwall,0,0,14.8
2024-08-30,West,compocha,Common Pochard,0,0,14.8
2024-07-21,East,norsho,Northern Shoveler,0,0,14.8
2024-07-21,East,comeid,Common Eider,0,0,14.8
2024-07-21,East,commer,Common Merganser,0,0,14.8
2024-07-21,East,tufduc,Tufted Duck,0,0,14.8
2024-08-06,East,gadwal1,Gadwall,0,0,14.9
2024-08-06,East,comeid,Common Eider,0,0,14.9
2024-08-06,East,commer,Common Merganser,0,0,14.9
2024-08-06,East,tufduc,Tufted Duck,0,0,14.9
2024-08-06,East,compocha,Common Pochard,0,0,14.9
2024-08-06,East,norpin,Northern Pintail,0,0,14.9
2024-08-06,East,eurwig,Eurasian Wigeon,0,0,14.9
2024-08-06,East,norsho,Northern Shoveler,0,0,14.9
2024-08-06,East,mallar3,Mallard,0,0,14.9
2024-08-06,West,compocha,Common Pochard,0,0,14.9
2024-08-06,West,comeid,Common Eider,0,0,14.9
2024-08-06,West,commer,Common Merganser,0,0,14.9
2024-08-06,West,tufduc,Tufted Duck,0,0,14.9
2024-08-06,West,norpin,Northern Pintail,0,0,14.9
2024-08-06,West,eurwig,Eurasian Wigeon,0,0,14.9
2024-08-06,West,gadwal1,Gadwall,0,0,14.9
2024-08-06,West,mallar3,Mallard,0,0,14.9
2024-08-06,West,norsho,Northern Shoveler,0,0,14.9
2024-01-11,West,eurwig,Eurasian Wigeon,0,0,15.0
2024-01-11,West,norpin,Northern Pintail,0,0,15.0
2024-01-11,West,compocha,Common Pochard,0,0,15.0
2024-01-11,West,tufduc,Tufted Duck,0,0,15.0
2024-01-11,West,commer,Common Merganser,0,0,15.0
2024-01-11,West,comeid,Common Eider,0,0,15.0
2024-01-11,West,norsho,Northern Shoveler,0,0,15.0
2024-01-11,East,mallar3,Mallard,1,20,15.0
2024-01-11,East,norsho,Northern Shoveler,0,0,15.0
2024-01-11,East,eurwig,Eurasian Wigeon,0,0,15.0
2024-01-11,East,norpin,Northern Pintail,0,0,15.0
2024-01-11,East,compocha,Common Pochard,0,0,15.0
2024-01-11,East,tufduc,Tufted Duck,0,0,15.0
2024-01-11,East,commer,Common Merganser,0,0,15.0
2024-01-11,East,comeid,Common Eider,0,0,15.0
2024-01-11,West,gadwal1,Gadwall,0,0,15.0
2024-01-11,East,gadwal1,Gadwall,0,0,15.0
2024-01-11,West,mallar3,Mallard,0,0,15.0
2024-08-02,West,compocha,Common Pochard,0,0,15.0
2024-08-02,East,comeid,Common Eider,0,0,15.0
2024-08-02,East,norsho,Northern Shoveler,0,0,15.0
2024-08-02,West,mallar3,Mallard,1,1,15.0
2024-08-02,West,gadwal1,Gadwall,0,0,15.0
2024-08-02,West,eurwig,Eurasian Wigeon,1,1,15.0
2024-08-02,West,tufduc,Tufted Duck,1,1,15.0
2024-08-02,West,commer,Common Merganser,0,0,15.0
2024-08-02,West,comeid,Common Eider,1,1,15.0
2024-08-02,West,norpin,Northern Pintail,0,0,15.0
2024-08-02,East,mallar3,Mallard,1,354,15.0
