Date,Country,LocationName,SpeciesCode,DuckCount
2024/03/29,Sweden,Tärnökorset,mallar3,1
2024/03/30,Sweden,"Pulken-Yngsjön, Åhus SE-M 55.88925, 14.20314",mallar3,50
2024/03/31,Sweden,Hemholmen,mallar3,2
2020/03/01,Denmark,"Skånemosen, Haastrup",mallar3,9
2020/03/02,Denmark,Utterslev Mose,mallar3,3
2020/03/03,Denmark,"8 Niels Juels Gade, Aarhus, DK (56,17, 10,218)",mallar3,2
2020/03/04,Denmark,"Skånemosen, Haastrup",mallar3,12
2020/03/05,Denmark,"Arnevangen 45, Holte DK-Hovedstaden 55.81067, 12.50726",mallar3,16
2020/03/06,Denmark,Sølsted Mose,mallar3,8
2020/03/07,Denmark,Lille Vildmose,mallar3,14
2020/03/08,Denmark,Sjelborg,mallar3,2
2020/03/09,Denmark,"Arnevangen 22, Holte DK-Hovedstaden 55.81047, 12.50338",mallar3,22
2020/03/10,Denmark,Tårnby Kommune,mallar3,38
2020/03/11,Denmark,Vestamager,mallar3,18
2020/03/12,Denmark,"Blommegrenen 283, Odense SØ DK-Syddanmark 55.38282, 10.45372",mallar3,2
2020/03/13,Denmark,Syddansk Universitet,mallar3,5
2020/03/14,Denmark,"20 Norddigesvej, Risskov, DK (56.214, 10.218)",mallar3,7
2020/03/15,Denmark,Nørresø v/Brahetrolleborg,mallar3,10
2020/03/16,Denmark,Smørmosen,mallar3,5
2020/03/17,Denmark,Utterslev Mose North,mallar3,2
2020/03/18,Denmark,"Home Gyngemose Parkvej, Søborg, DK (55,726, 12,479)",mallar3,2
2020/03/19,Denmark,Syddansk Universitet,mallar3,2
2020/03/20,Denmark,Høje Gladsaxe Park,mallar3,9
2020/03/21,Denmark,Årslev Engsø,mallar3,24
2020/03/22,Denmark,"DK-Sletkærvej Vandhuller, Brædstrup",mallar3,10
2020/03/23,Denmark,Uldum Kær,mallar3,7
2020/03/24,Denmark,"Bygholm Enge, Horsens",mallar3,12
2020/03/25,Denmark,"Kongens Mose, Løgumkloster",mallar3,6
2020/03/26,Denmark,Tørring Kær,mallar3,3
2020/03/27,Denmark,Slåenbækken,mallar3,1
2020/03/28,Denmark,"Frederiksberg Gardens, Frederiksberg DK-Capital Region 55.67389, 12.52487",mallar3,5
2020/03/29,Denmark,Syddansk Universitet,mallar3,2
2020/03/30,Denmark,Utterslev Mose North,mallar3,2
2020/03/31,Denmark,"Skånemosen, Haastrup",mallar3,5
2021/03/01,Denmark,Ertholmene,mallar3,6
2021/03/02,Denmark,"Bygholm Enge, Horsens",mallar3,35
2021/03/03,Denmark,Ganløse Ore,mallar3,2
2021/03/04,Denmark,"Fuglesangssøen, Klampenborg, DK (55,773, 12,564)",mallar3,6
2021/03/05,Denmark,Næs Strand,mallar3,1000
2021/03/06,Denmark,"Krogårdsvej 84, Greve DK-Sjælland 55.59117, 12.33233",mallar3,6
2021/03/07,Denmark,Gentofte Sø,mallar3,2
2021/03/08,Denmark,"Bordeauxgade 3, Nordhavn DK-Capital Region 55.70671, 12.59550",mallar3,2
2021/03/09,Denmark,Syddansk Universitet,mallar3,3
2021/03/10,Denmark,Syddansk Universitet,mallar3,2
2021/03/11,Denmark,Ertholmene,mallar3,8
2021/03/12,Denmark,Lindegårdssøen,mallar3,4
2021/03/13,Denmark,Degnemosen,mallar3,15
2021/03/14,Denmark,Kildevældsparken,mallar3,16
2021/03/15,Denmark,Syddansk Universitet,mallar3,2
2021/03/16,Denmark,Syddansk Universitet,mallar3,3
2021/03/17,Denmark,Syddansk Universitet,mallar3,3
2021/03/18,Denmark,Hellebæk avlsgård,mallar3,5
2021/03/19,Denmark,Brahetrolleborg,mallar3,4
2021/03/20,Denmark,Favrholm Voldgrav,mallar3,40
2021/03/21,Denmark,"8 Ved Kæret, Gentofte, DK (55,759, 12,539)",mallar3,8
2021/03/22,Denmark,Tryggelev Nor,mallar3,10
2021/03/23,Denmark,Syddansk Universitet,mallar3,6
2021/03/24,Denmark,Ishøj Strand Enge,mallar3,1
2021/03/25,Denmark,Norsvej 9,mallar3,20
2021/03/26,Denmark,Sø ved Dybbølstrand,mallar3,10
2021/03/27,Denmark,"8500, Grenaa DK-Midtjylland (56.5057,10.8390)",mallar3,14
2021/03/28,Denmark,Sjelborg,mallar3,2
2021/03/29,Denmark,Sortemosen,mallar3,4
2021/03/30,Denmark,Slipshavn,mallar3,8
2021/03/31,Denmark,Lindegårdssøen,mallar3,5
2022/03/01,Denmark,Moesgaard Skov,mallar3,6
2022/03/02,Denmark,Syddansk Universitet,mallar3,10
2022/03/03,Denmark,"Gyldensten Strand, Fresh Water",mallar3,50
2022/03/04,Denmark,"Lodshusvej, Skælskør, DK (55,246, 11,246)",mallar3,1
2022/03/05,Denmark,Selsø Sø,mallar3,2
2022/03/06,Denmark,Bøtø Nor,mallar3,1
2022/03/07,Denmark,Nørresø,mallar3,5
2022/03/08,Denmark,Hindemaj,mallar3,19
2022/03/09,Denmark,Syddansk Universitet,mallar3,2
2022/03/10,Denmark,"6B Strandgade, København, DK (55,673, 12,589)",mallar3,1
2022/03/11,Denmark,"Sæbyvej, Høng, DK (55,56, 11,313)",mallar3,1
2022/03/12,Denmark,Damhussøen,mallar3,5
2022/03/13,Denmark,Sydhavnstippen,mallar3,7
2022/03/14,Denmark,"Hovstien, Mårslet, DK (56,069, 10,188)",mallar3,1
2022/03/15,Denmark,"København, DK (55.676, 12.558)",mallar3,6
2022/03/16,Denmark,Syddansk Universitet,mallar3,10
2022/03/17,Denmark,Følle Bund,mallar3,12
2022/03/18,Denmark,Amager Fælled,mallar3,27
2022/03/19,Denmark,Solbjerg Engsø,mallar3,25
2022/03/20,Denmark,"34 Hallenslevvej, Gørlev, DK (55,546, 11,28)",mallar3,1
2022/03/21,Denmark,"Lille Vildmose, Tofte Skov",mallar3,2
2022/03/22,Denmark,Fuglesangssø,mallar3,1
2022/03/23,Denmark,"Lakolk Mose/Sø, Rømø",mallar3,5
2022/03/24,Denmark,"42 Egholm, Aalborg, DK (57,068, 9,843)",mallar3,4
2022/03/25,Denmark,"Ry Marina, Ry, Denmark",mallar3,2
2022/03/26,Denmark,"3 Stockholmsgade, København, DK (55,689, 12,576)",mallar3,2
2022/03/27,Denmark,Borreby Mose,mallar3,1
2022/03/28,Denmark,Borreby Mose,mallar3,1
2022/03/29,Denmark,Peberholm,mallar3,1
2022/03/30,Denmark,"2 Tuborg Sundpark, Hellerup, DK (55.728, 12.585)",mallar3,2
2022/03/31,Denmark,Rosenhaven,mallar3,1
2023/03/01,Denmark,"1 Søvej, Gørlev, DK (55,553, 11,304)",mallar3,25
2023/03/02,Denmark,"Rolighedsvej, Risskov DK-Region Midtjylland 56.18460, 10.23637",mallar3,1
2023/03/03,Denmark,Uge Nørremark,mallar3,25
2023/03/04,Denmark,Kaløvig,mallar3,1
2023/03/05,Denmark,"1 Søvej, Gørlev, DK (55,553, 11,304)",mallar3,10
2023/03/06,Denmark,The Scandinavian Golf Club,mallar3,14
2023/03/07,Denmark,Holing Sø,mallar3,2
2023/03/08,Denmark,Gl. Hviding Engsø,mallar3,5
2023/03/09,Denmark,Sortedamssøen,mallar3,20
2023/03/10,Denmark,Østre Anlæg,mallar3,3
2023/03/11,Denmark,Frederiksdal,mallar3,26
2023/03/12,Denmark,Kongelunden - Sydvestpynten,mallar3,23
2023/03/13,Denmark,Mark ved borrevejlskoven,mallar3,12
2023/03/14,Denmark,Åmosen ved Ollerup,mallar3,2
2023/03/15,Denmark,Mark ved borrevejlskoven,mallar3,12
2023/03/16,Denmark,Utterslev Mose - Vestmosen,mallar3,5
2023/03/17,Denmark,Amagerfælled--Grønjordssøen,mallar3,8
2023/03/18,Denmark,"Lunge Bjerge, Gelsted DK-Region Syddanmark (55.3843,9.9297)",mallar3,2
2023/03/19,Denmark,Præstesø,mallar3,25
2023/03/20,Denmark,Diakonhøjskolen,mallar3,2
2023/03/21,Denmark,Dragør,mallar3,1
2023/03/22,Denmark,Mark ved borrevejlskoven,mallar3,2
2023/03/23,Denmark,"85 Stenvej, Højbjerg, DK (56,108, 10,203)",mallar3,3
2023/03/24,Denmark,Sjælsø Vest,mallar3,5
2023/03/25,Denmark,Holing Sø,mallar3,8
2023/03/26,Denmark,Ølsemagle Revle,mallar3,8
2023/03/27,Denmark,Pinseskoven,mallar3,1
2023/03/28,Denmark,"Søren Lolks Vej 13, Svendborg DK-Southern Denmark 54.99585, 10.52961",mallar3,6
2023/03/29,Denmark,Favrholm Voldgrav,mallar3,2
2023/03/30,Denmark,"Landsende, Rømø",mallar3,3
2023/03/31,Denmark,Vinter Venedig,mallar3,8
2024/03/01,Denmark,Moesgaard Skov,mallar3,4
2024/03/02,Denmark,Lindegårdssøen,mallar3,6
2024/03/03,Denmark,"Rungsted Strandvej 111, Rungsted Kyst DK-Hovedstaden 55.88334, 12.54377",mallar3,2
2024/03/04,Denmark,Vinter Venedig,mallar3,2
2024/03/05,Denmark,Hellebæk avlsgård,mallar3,6
2024/03/06,Denmark,Vinter Venedig,mallar3,2
2024/03/07,Denmark,"Stadsgraven, København",mallar3,2
2024/03/08,Denmark,Vinter Venedig,mallar3,3
2024/03/09,Denmark,"6200, Aabenraa DK-Region Syddanmark (55.0706,9.4937)",mallar3,4
2024/03/10,Denmark,Klydesøen -- Sydtårnet,mallar3,4
2024/03/11,Denmark,Vinter Venedig,mallar3,2
2024/03/12,Denmark,"Nielstrupvej, Haslev, DK (55,287, 11,973)",mallar3,3
2024/03/13,Denmark,"12 Egebovej, Kongens Lyngby, DK (55,763, 12,509)",mallar3,1
2024/03/14,Denmark,Esbjerg Havn,mallar3,2
2024/03/15,Denmark,"17 Denderupvej, Haslev, DK (55,259, 11,969)",mallar3,2
2024/03/16,Denmark,Damhussøen,mallar3,18
2024/03/17,Denmark,Christians Brygge Kanal,mallar3,4
2024/03/18,Denmark,Vinter Venedig,mallar3,2
2024/03/19,Denmark,Sydhavnstippen,mallar3,6
2024/03/20,Denmark,Lindegårdssøen,mallar3,4
2024/03/21,Denmark,"Albertslund, Hovedstaden, DK (55,655, 12,329)",mallar3,1
2024/03/22,Denmark,Skagen - det grå fyr,mallar3,8
2024/03/23,Denmark,Storsig,mallar3,2
2024/03/24,Denmark,Ulvshale Strand,mallar3,4
2024/03/25,Denmark,Vinter Venedig,mallar3,5
2024/03/26,Denmark,Ørstedsparken,mallar3,6
2024/03/27,Denmark,Vinter Venedig,mallar3,6
2024/03/28,Denmark,Kammerslusen Ribe,mallar3,2
2024/03/29,Denmark,Nørresø,mallar3,12
2024/03/30,Denmark,"5 Gedser Fyrvej, Gedser, DK (54,56, 11,968)",mallar3,1
2024/03/31,Denmark,Ulvshale NNP - Luddeholme og Veddelen,mallar3,6
2020/03/01,Poland,PL-Rzeszów-Iwonicka,mallar3,40
2020/03/02,Poland,Gdynia--Beach (Plaża Miejska),mallar3,12
2020/03/03,Poland,Warszawa--Łazienki Królewskie,mallar3,16
2020/03/04,Poland,"50 Modra, Gdańsk, pomorskie, PL (54,335, 18,676)",mallar3,10
2020/03/05,Poland,Gdynia Orłowo--Pier (Molo),mallar3,6
2020/03/06,Poland,Stawy Nowa Wieś,mallar3,18
2020/03/07,Poland,Stawy w Pęcicach (wstęp ograniczony),mallar3,35
2020/03/08,Poland,"1A Droga Wojewódzka 434, wielkopolskie, PL (52,303, 17,128)",mallar3,1
2020/03/09,Poland,Stawy Raszyńskie,mallar3,1
2020/03/10,Poland,jezioro Zygmunta Augusta - górka,mallar3,160
2020/03/11,Poland,Zbiornik Dziećkowice (obszar ogólny),mallar3,2
2020/03/12,Poland,Stawy Rontok,mallar3,12
2020/03/13,Poland,jezioro Zygmunta Augusta - górka,mallar3,200
2020/03/14,Poland,Stawy Rontok,mallar3,7
2020/03/15,Poland,PL-Rzeszów-Stanisława Wyspiańskiego poligon działki ,mallar3,36
2020/03/16,Poland,Stawy Raszyńskie,mallar3,2
2020/03/17,Poland,Poznań--Olszak I,mallar3,19
2020/03/18,Poland,Stawy Raszyńskie,mallar3,20
2020/03/19,Poland,Biebrzański PN -- most w Osowcu,mallar3,1
2020/03/20,Poland,Stawy Nowa Wieś,mallar3,1
2020/03/21,Poland,Kraków--Zalew Bagry,mallar3,14
2020/03/22,Poland,Tychy--Park Północny,mallar3,30
2020/03/23,Poland,Kluki & Labsko Lake,mallar3,100
2020/03/24,Poland,"Marianowo (53,397, 15,325)",mallar3,2
2020/03/25,Poland,Struga Średzka--Żabikowo,mallar3,10
2020/03/26,Poland,Gardna,mallar3,100
2020/03/27,Poland,"Unnamed Road, Mikołów, śląskie, PL (50,244, 18,805)",mallar3,2
2020/03/28,Poland,Kazimierz Górniczy--Sosnowiecka,mallar3,1
2020/03/29,Poland,Stawy Wola,mallar3,16
2020/03/30,Poland,Poznań--Olszak I,mallar3,4
2020/03/31,Poland,Biebrzański PN -- most w Osowcu,mallar3,2
2021/03/01,Poland,"Marianowo (53,397, 15,325)",mallar3,2
2021/03/02,Poland,Warszawa--Jeziorko Powsinkowskie,mallar3,1
2021/03/03,Poland,Szczucin--miasto,mallar3,4
2021/03/04,Poland,Warszawa--Jeziorko Powsinkowskie,mallar3,40
2021/03/05,Poland,Wrocław--Dawna przystań parowców,mallar3,15
2021/03/06,Poland,Stawy Wola,mallar3,1
2021/03/07,Poland,Jezioro Wąsoskie,mallar3,1
2021/03/08,Poland,Mikołów--Borowa Wieś las & stawy,mallar3,6
2021/03/09,Poland,Warszawa--Jeziorko Powsinkowskie,mallar3,1
2021/03/10,Poland,Wrocław--Dawna przystań parowców,mallar3,13
2021/03/11,Poland,Poznań--Maltańskie Lake,mallar3,10
2021/03/12,Poland,Warszawa--Park Skaryszewski,mallar3,7
2021/03/13,Poland,"55-081, Mietków PL-Dolnośląskie (50.9472,16.6267)",mallar3,20
2021/03/14,Poland,Biebrza NP--Szafranki area,mallar3,20
2021/03/15,Poland,jezioro Zygmunta Augusta - górka,mallar3,30
2021/03/16,Poland,Poznań--Olszak I,mallar3,28
2021/03/17,Poland,Warszawa--Park Skaryszewski,mallar3,10
2021/03/18,Poland,Brzegi Gravel Pit - S part,mallar3,40
2021/03/19,Poland,Stawy Wielikąt,mallar3,1
2021/03/20,Poland,Zbiornik Raduszec,mallar3,1
2021/03/21,Poland,"Jezioro Bielkowskie, Kolbudy PL-Pomorskie (54.2728,18.4802)",mallar3,20
2021/03/22,Poland,"Marianowo (53,397, 15,325)",mallar3,2
2021/03/23,Poland,Biebrza NP--Wroceń,mallar3,120
2021/03/24,Poland,Popowo Kościelne,mallar3,30
2021/03/25,Poland,"Biała Droga, Dąbrówka Leśna, Wielkopolskie, PL (52,69, 16,794)",mallar3,1
2021/03/26,Poland,Puszcza Niepołomicka--Uroczysko Grobla i Grobelczyk,mallar3,1
2021/03/27,Poland,Szczodrzykowo Reservoir (Zalew Szczodrzykowo),mallar3,1
2021/03/28,Poland,Białystok--Stawy Dojlidy,mallar3,4
2021/03/29,Poland,Biebrzański PN -- most w Osowcu,mallar3,35
2021/03/30,Poland,"Płątkowo, Zachodniopomorskie, PL (53,445, 15,43)",mallar3,1
2021/03/31,Poland,"Dobropole (53,534, 15,283)m",mallar3,1
2022/03/01,Poland,Zbiornik Niedów,mallar3,1
2022/03/02,Poland,"Wał przeciwpowodziowy, Lubuskie, PL (52,041, 15,465)",mallar3,4
2022/03/03,Poland,Nowogardzkie Lake,mallar3,1
2022/03/04,Poland,Biebrza NP--Goniądz area,mallar3,1
2022/03/05,Poland,Zawada--Płaszczyna las,mallar3,2
2022/03/06,Poland,Łazów-Bis Gravel Pit Pond,mallar3,1
2022/03/07,Poland,Zawada (obszar ogólny),mallar3,10
2022/03/08,Poland,Zbiornik Goczałkowicki--część wschodnia & zapora,mallar3,42
2022/03/09,Poland,Szczucin--miasto,mallar3,1
2022/03/10,Poland,Drwęca--ujście Rypienicy,mallar3,10
2022/03/11,Poland,Miłosław Fishponds West,mallar3,50
2022/03/12,Poland,"Jezioro Małcz Północny, Torzym, Lubuskie, PL (52,345, 15,214)",mallar3,1
2022/03/13,Poland,"105 Księcia Józefa Poniatowskiego, Górki, Mazowieckie, PL (52.176, 21.419)",mallar3,1
2022/03/14,Poland,Zawada--las,mallar3,2
2022/03/15,Poland,"7-1 Wrzesińska, Czerniejewo, Wielkopolskie, PL (52,41, 17,494)",mallar3,30
2022/03/16,Poland,Toruń--Park Tysiąclecia,mallar3,12
2022/03/17,Poland,Poznań--Olszak I,mallar3,1
2022/03/18,Poland,"Nowa Wieś Szlachecka--pola, bagna i lasy",mallar3,100
2022/03/19,Poland,"Puszcza Niepołomicka Zachód, Małopolskie, PL (50,016, 20,241)",mallar3,2
2022/03/20,Poland,Psary - nocmig,mallar3,1
2022/03/21,Poland,Psary,mallar3,2
2022/03/22,Poland,Stawy Przeręb,mallar3,1
2022/03/23,Poland,Psary - nocmig,mallar3,2
2022/03/24,Poland,Biebrza NP -- Footbridge Osowiec,mallar3,5
2022/03/25,Poland,Psary - nocmig,mallar3,2
2022/03/26,Poland,Biebrza NP--Rudzki Canal Observation Tower,mallar3,10
2022/03/27,Poland,Zbiornik Niedów,mallar3,1
2022/03/28,Poland,Rezerwat Przyrody Dolina Potoku Rudno,mallar3,1
2022/03/29,Poland,Poznań--Olszak I,mallar3,4
2022/03/30,Poland,Średzka Struga--Kromolice,mallar3,4
2022/03/31,Poland,Stawy Monowskie,mallar3,1
2023/03/01,Poland,Opole--Park Nadodrzański,mallar3,5
2023/03/02,Poland,Staw Sęgów,mallar3,30
2023/03/03,Poland,Poznań--Maltańskie Lake,mallar3,14
2023/03/04,Poland,Miłosław Fishponds West,mallar3,37
2023/03/05,Poland,Poznań--Olszak I,mallar3,20
2023/03/06,Poland,stawy Pietkowo,mallar3,1
2023/03/07,Poland,Nowogardzkie Lake,mallar3,1
2023/03/08,Poland,Opole--Kanał Młynówka,mallar3,3
2023/03/09,Poland,"Stawek Okólna, Konin, Wielkopolskie, PL (52,233, 18,284)",mallar3,88
2023/03/10,Poland,Średzka Struga--Runowo,mallar3,1
2023/03/11,Poland,Kleszczewo [C5Y4R1],mallar3,1
2023/03/12,Poland,Psary,mallar3,2
2023/03/13,Poland,Park - Staw Belwederski,mallar3,1
2023/03/14,Poland,Warszawa--Park Moczydło,mallar3,50
2023/03/15,Poland,Zalew Rzeszowski,mallar3,50
2023/03/16,Poland,Zalew w Mójczy,mallar3,5
2023/03/17,Poland,Poznań--Dębina,mallar3,1
2023/03/18,Poland,Oborniki [C5M3H4],mallar3,1
2023/03/19,Poland,Osowiec - Twierdza,mallar3,10
2023/03/20,Poland,Biebrza NP -- Footbridge Osowiec,mallar3,3
2023/03/21,Poland,Pola i łąki między Chwarznem i Bojanem,mallar3,2
2023/03/22,Poland,"05-084, Leszno PL-Mazowieckie 52.24717, 20.60571",mallar3,2
2023/03/23,Poland,Dolina Baryczy- stawy Stawno,mallar3,25
2023/03/24,Poland,"Unnamed Road, Krzyżowice, Śląskie, PL (49,972, 18,673)",mallar3,4
2023/03/25,Poland,Poznań--Park Os. Rusa - Os. Czecha,mallar3,1
2023/03/26,Poland,Home,mallar3,6
2023/03/27,Poland,Sopot Pier (Molo w Sopocie),mallar3,1
2023/03/28,Poland,Stawy Grotów (Grotow Fishponds),mallar3,20
2023/03/29,Poland,Średzka Struga - Szczodrzykowo,mallar3,5
2023/03/30,Poland,Dąbrowa Górnicza--Zbiornik Łosień & Las Bienia,mallar3,1
2023/03/31,Poland,Stawy Rontok,mallar3,6
2024/03/01,Poland,Jastarnia--forest,mallar3,2
2024/03/02,Poland,Kuźnica--general area,mallar3,4
2024/03/03,Poland,Chełm--Żwirownia i starorzecze Raby,mallar3,2
2024/03/04,Poland,Panewniki Forests,mallar3,4
2024/03/05,Poland,Łapinóż-Rumunki,mallar3,2
2024/03/06,Poland,Łapinóż-Rumunki,mallar3,2
2024/03/07,Poland,Osowiec-Twierdza--Góra Skobla,mallar3,2
2024/03/08,Poland,Puszcza Bydgoska--Nadleśnictwo Gniewkowo (obszar ogólny),mallar3,1
2024/03/09,Poland,Wonieskie Lake (Jezioro Wonieskie),mallar3,10
2024/03/10,Poland,"1 Głogowa, Warmińsko-Mazurskie, PL (53,718, 20,496)",mallar3,2
2024/03/11,Poland,Marcinkowice (obszar ogólny),mallar3,1
2024/03/12,Poland,Sopot Pier (Molo w Sopocie),mallar3,7
2024/03/13,Poland,Ojcowski PN--Dolina Prądnika,mallar3,8
2024/03/14,Poland,"121 Poznańska, Kalisz, Wielkopolskie, PL (51,769, 18,062)",mallar3,1
2024/03/15,Poland,"Droga Wojewódzka 816, Lubelskie, PL (51,459, 23,641)",mallar3,1
2024/03/16,Poland,Reda--Moście Błota,mallar3,1
2024/03/17,Poland,"Grobla, Małopolskie, PL (50,099, 20,431)",mallar3,4
2024/03/18,Poland,Jez. Drawsko,mallar3,7
2024/03/19,Poland,jez.dziekanowskie,mallar3,1
2024/03/20,Poland,Biebrza NP -- Footbridge Osowiec,mallar3,5
2024/03/21,Poland,Kryspinów--Zalew Budzyń & Na Piaskach,mallar3,2
2024/03/22,Poland,Warszawa - Czerniaków,mallar3,2
2024/03/23,Poland,"Babin, Lubelskie, PL (51,17, 22,348)",mallar3,6
2024/03/24,Poland,Kopań Lake (Jezioro Kopań),mallar3,1
2024/03/25,Poland,Warszawa--Park Angielski na Gocławiu,mallar3,1
2024/03/26,Poland,Tarnobrzeg--Wielowieś,mallar3,3
2024/03/27,Poland,Home,mallar3,3
2024/03/28,Poland,Chorzów--Park Róż,mallar3,25
2024/03/29,Poland,Warszawa--Augustówek,mallar3,4
2024/03/30,Poland,Puszcza Darzlubska--Kąpino,mallar3,2
2024/03/31,Poland,Puszcza Darzlubska--Sikorzyna,mallar3,5
2020/03/01,Spain,"N-332, Santa Pola, Comunidad Valenciana, ES (38,17, -0,627)",mallar3,3
2020/03/02,Spain,Mérida--Puente Guadiana A-5,mallar3,1
2020/03/03,Spain,Río Manzanares--Pte Reina Victoria-Pte Segovia,mallar3,12
2020/03/04,Spain,CIUG--Punta Arnosa,mallar3,1
2020/03/05,Spain,"Rúa Pazo, Rianxo ES-Galiza 42.66271, -8.81494",mallar3,15
2020/03/06,Spain,"2 Carril del Soto, Murcia, Región de Murcia, ES (37,979, -1,139)",mallar3,8
2020/03/07,Spain,"56 PM-810, Santa Eulària des Riu, Illes Balears, ES (38,985, 1,535)",mallar3,2
2020/03/08,Spain,Sureste PNat--Ruta del Soto Gutiérrez,mallar3,8
2020/03/09,Spain,Sureste PNat--Soto de las Juntas,mallar3,1
2020/03/10,Spain,Lagunas de Cantalejo,mallar3,1
2020/03/11,Spain,Embalse de Montijo--Presa,mallar3,2
2020/03/12,Spain,Zaragoza--Parque Libro de La Selva,mallar3,1
2020/03/13,Spain,Coria--Gravera Rincón del Duque,mallar3,2
2020/03/14,Spain,Arguedas/Tudela arrozales--Area General,mallar3,5
2020/03/15,Spain,"Barriada de la Algarrobina, Cuevas del Almanzora ES-Andalusia 37.25945, -1.83743",mallar3,2
2020/03/16,Spain,Plasencia--Parque de la Isla,mallar3,2
2020/03/17,Spain,"Castrillón--Salinas, Miramar",mallar3,4
2020/03/18,Spain,Laguna de Sariñena,mallar3,1
2020/03/19,Spain,Cabrerizos--CEA Lorenzo Milani,mallar3,2
2020/03/20,Spain,"Castrillón--Salinas, Miramar",mallar3,3
2020/03/21,Spain,Benavente (desde mi ventana),mallar3,2
2020/03/22,Spain,Llanos de Lagartera,mallar3,1
2020/03/23,Spain,"Avenida Virgen de Argeme, Coria",mallar3,1
2020/03/24,Spain,ES-El Puerto de Santa María,mallar3,1
2020/03/25,Spain,ES-El Puerto de Santa María,mallar3,1
2020/03/26,Spain,"Avenida Virgen de Argeme, Coria",mallar3,1
2020/03/27,Spain,"Desde Mi Terraza, Plaza de los Barcos, San Fernando, Andalucía, ES (36,454, -6,208)",mallar3,8
2020/03/28,Spain,Embalse de los Canchales--Cola del Lácara,mallar3,12
2020/03/29,Spain,"Calle Vídua Vives, 17C, Sant Boi de Llobregat ES-Cataluña (41,3426,2,0430)",mallar3,2
2020/03/30,Spain,"Calle del Arroyo, 1, Camarma de Esteruelas ES-Madrid 40.54886, -3.37522",mallar3,3
2020/03/31,Spain,Burgos--Paseo de las Fuentecillas,mallar3,7
2021/03/01,Spain,Plasencia--Parque de la Isla,mallar3,4
2021/03/02,Spain,"140 Carrer Eucaliptus, L'Eucaliptus,  Amposta, Catalunya",mallar3,1
2021/03/03,Spain,"Santomera, Región de Murcia, ES (38,112, -1,088)",mallar3,1
2021/03/04,Spain,Esparragalejo--Charca Grande,mallar3,9
2021/03/05,Spain,"Observatorio salada viciosa , Tarifa, Andalucía, ES (36,126, -5,699)",mallar3,2
2021/03/06,Spain,Penichaira da Franqueira,mallar3,1
2021/03/07,Spain,La Janda--Canal Principal Este,mallar3,17
2021/03/08,Spain,Casa de Campo--Ronda Lago,mallar3,10
2021/03/09,Spain,"Unnamed Road, Euskadi, ES (42,98, −2,939)",mallar3,2
2021/03/10,Spain,Hondarribia--Zubieta,mallar3,1
2021/03/11,Spain,Palmones--Paseo Marítimo,mallar3,8
2021/03/12,Spain,Hondarribia--Zubieta,mallar3,3
2021/03/13,Spain,Balsa de La Pedrera,mallar3,4
2021/03/14,Spain,Hondarribia--Zubieta,mallar3,7
2021/03/15,Spain,Hondarribia--Zubieta,mallar3,4
2021/03/16,Spain,Hondarribia--Zubieta,mallar3,5
2021/03/17,Spain,Hondarribia--Zubieta,mallar3,2
2021/03/18,Spain,Parque de atracciones / Batán,mallar3,3
2021/03/19,Spain,Casarrubios del  Monte--Aeródromo,mallar3,2
2021/03/20,Spain,"140 Carrer Eucaliptus, L'Eucaliptus,  Amposta, Catalunya",mallar3,4
2021/03/21,Spain,Sierra de Grazalema PNat--El Hundidero-Cerro Tavizna,mallar3,2
2021/03/22,Spain,Lagunas de Villafáfila RNat--Villafáfila-lavajos,mallar3,2
2021/03/23,Spain,Hondarribia--Zubieta,mallar3,5
2021/03/24,Spain,Embalse de Aracena,mallar3,6
2021/03/25,Spain,Rábano--Pueblo y Río Duratón,mallar3,1
2021/03/26,Spain,Villar de Gallimazo--Charca del pueblo,mallar3,2
2021/03/27,Spain,"Pamplona--Parque Fluvial del Arga, Oblatas",mallar3,13
2021/03/28,Spain,Hondarribia--Zubieta,mallar3,11
2021/03/29,Spain,Cornalvo PNat--Embalse de Cornalvo,mallar3,4
2021/03/30,Spain,Hondarribia--Zubieta,mallar3,1
2021/03/31,Spain,"Calle María Moliner, Tomares ES-Andalucía 37.36227, -6.04725",mallar3,4
2022/03/01,Spain,Delta del Llobregat PNat--Basses de Can Dimoni,mallar3,1
2022/03/02,Spain,"Via sense nom, Sant Feliu de Llobregat, Catalunya, ES (41,391, 2,022)riu Al Costat Aiguamolls",mallar3,7
2022/03/03,Spain,Cua del pantà de Foix,mallar3,7
2022/03/04,Spain,Sant Feliu de Llobregat--Riu Llobregat,mallar3,5
2022/03/05,Spain,Chozas de Arriba--Laguna,mallar3,2
2022/03/06,Spain,Río Guadarrama PNat--Emb. de las Nieves,mallar3,1
2022/03/07,Spain,Cua del pantà de Foix,mallar3,22
2022/03/08,Spain,San Asensio--Laguna Mateo,mallar3,4
2022/03/09,Spain,Sant Feliu de Llobregat--Riu Llobregat,mallar3,6
2022/03/10,Spain,Ría del Eo--Ensenada de Castropol,mallar3,63
2022/03/11,Spain,CIUG--Lagoas da Arnosa,mallar3,11
2022/03/12,Spain,Desembocadura del Guadalhorce--Área General,mallar3,1
2022/03/13,Spain,"Valtierra, Soto del Ebro",mallar3,6
2022/03/14,Spain,Embalse de San Salvador,mallar3,200
2022/03/15,Spain,Zaragoza--Mirador del Ebro,mallar3,4
